sector;province;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07
 Diğer Sanayi Ürünleri;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;2.31677;0.15345;0.0;0.0;0.0;0.21285;0.0;0.0;0.09432;0.0;0.0;0.0;0.0;0.23067;0.16753;0.02;0.0;11.0;0.002;6.13309;0.0;0.0;0.0;0.0;0.1525;0.0;1.6591;10.216;0.0;0.36051;0.0;0.10917;0.0;0.0;26.17602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.72463;0.0;0.03164;0.0;4.44579;0.66218;0.0;0.39793;0.0;5.065;4.95468;3.72444;7.32246;0.06;0.71983;1.09994;0.065;14.10072;0.0;3.35816;0.0;14.80849;6.43621;0.0;9.34614;25.12;3.51399;0.005;0.01682;0.00588;0.015;0.0;0.92726;0.0;5.04456;0.0;0.59;0.93955;0.00737;5.65437;0.0;0.40864;3.33984;0.0;0.0;3.94972;0.00855;0.44952;6.91353;0.0;0.0;0.1931;0.0;0.0;0.0;0.86661;0.001;12.76;9.24445;27.19407;54.50963;84.48458
 Elektrik ve Elektronik;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;115.18289;347.22989;284.59888;927.13711;320.92692;291.54678;557.50587;85.0038;81.43;205.06683;118.06628;131.34866;132.60315;254.82655;114.17191;92.5109;46.59631;62.70783;96.46261;88.63773;124.82224;121.43614;89.34343;134.39644;86.01169;108.03742;173.6353;128.87274;153.9036;74.28826;181.22972;132.53497;248.18528;91.87435;169.14562;335.033;218.50291;580.18721;317.71607;317.71607;120.22352;483.37197;383.56276;436.75444;210.89676;251.40559;233.90636;304.99185;201.67575;228.90867;164.07696;2851.78184;234.2509;308.97853;349.65327;255.56955;1601.28684;152.04965;413.51678;244.30606;100.22169;214.66452;238.32449;300.76699;294.3645;157.16272;256.47261;194.69637;1000.30572;300.05746;230.9846;327.56038;177.58991;227.54138;264.84382;468.05596;299.42055;226.59662;437.01412;1065.75252;750.74388;498.12612;433.64743;323.5566;801.58601;348.24277;446.25023;660.12998;586.14949;481.68946;400.17744;534.57764;410.26358;371.18838;737.13701;398.09229;374.59288;526.69145;515.88737;404.04594;520.48345;514.45351;564.91313;495.05952;408.81572;550.79906;416.98544
 Fındık ve Mamulleri ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298.3;173.345;0;0;0;0;0;156.51;824.075;291.823;76.1;298.3;0.0;305.24368;301.805;0.0;240.80318;0.0;0.0;179.535;0.0;101.836;0.0;0.0;0.0;0.0;46.81962;72.88;35.81659;28.0;93.8952;2.34533;0.0;12.10027;0.0;56.52771;27.8291;191.37;18.42406;16.0;127.45;39.33;84.9066;55.1696;136.232;225.55135;225.55135;222.01565;240.83;167.0682;35.08502;147.33969;126.06502;79.5;113.59971;319.78575;444.76209;581.20035;13.29273;227.06343;8.1;132.05457;156.832;221.83401;164.04026;26.51345;0.0;614.1595;712.64841;1013.73352;405.09353;353.61135;170.12757;260.73195;174.45705;143.05795;0.0;32.20386;360.00073;64.2869;13.90193;155.84411;21.0;150.0;23.2453;33.6;122.7591;173.77497;34.0336;44.35061;185.31801;500.24099;293.3919;1131.43938;205.00169;283.51267;536.85087;276.10548;377.09778;711.12849;237.9932;268.84073;349.40172;406.96046;101.98281;182.45335;206.81194;49.82393;146.76653;110.69286;246.54164;243.40861;28.84104;8.475
 Gemi, Yat ve Hizmetleri;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.43536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.61595;0.0;43.51038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.15;0.09064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.47325;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.23069;0.0;0.0;0.0;0.0;42.09426;0.0;36.99771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Halı ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;350.62731;615.20806;365.15713;76.14534;0.0;0.0;0.0;79.85066;125.17881;156.11705;250.04766;169.65163;144.34102;518.73065;235.7831;21.34841;2.97317;3.96753;17.094;95.05716;135.534;182.78017;152.05344;43.80613;275.92423;252.393;118.649;1.662;0.0;0.27959;0.0;31.85809;72.054;32.953;93.51878;0.07016;72.175;193.3261;79.85549;79.85549;1.99539;12.31451;0.67599;69.01845;98.98886;165.0825;59.65641;151.93708;103.58213;243.43083;200.02184;0.0;6.79274;0.0;27.93486;169.42075;280.38448;157.88176;178.58749;97.08291;170.52735;248.85141;151.04915;10.0;42.57539;0.756;5.55875;0.0;0.69696;0.0;0.15617;4.03023;0.4575;0.0;0.62088;0.23179;0.09725;0.89969;5.85239;0.50816;0.04816;138.35647;13.96823;31.27472;52.95496;0.14144;154.77855;24.96879;61.1138;87.2491;3.12742;64.46368;240.85771;253.25711;253.96512;96.62841;307.93553;284.25346;199.4021;131.51051;86.5461;6.07863;41.73554;64.35618;163.52565;189.86684;654.254
 Hazırgiyim ve Konfeksiyon ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3994.92036;5166.32686;0;0;0;0;0;4549.58169;4685.76263;4967.65518;5136.2027;3994.92036;3748.79609;3914.87278;4194.16775;3815.20427;3862.88839;4585.9174;4990.63161;3152.75586;3047.09747;3471.78111;4719.18491;2955.74207;3112.32147;3114.84069;3638.07659;3842.16948;3266.27507;3007.66597;3187.83703;3521.14332;3371.30835;3234.0298;4618.07504;3207.02296;4435.83402;4787.48239;3051.92782;4041.50971;3713.60159;2857.36745;3121.21551;3455.98576;1751.96714;566.83958;566.83958;273.45418;228.29617;375.26601;248.05703;259.45763;411.28336;435.02688;321.58792;628.34616;1006.09206;425.73201;58.2871;125.08915;228.38183;346.08826;664.48071;506.31352;244.05718;248.9738;304.42352;230.95016;101.84504;271.2557;181.42;94.89091;404.35033;70.28604;52.58618;11.96372;713.46936;182.01572;61.29664;117.81484;262.33114;143.1362;410.67959;167.34625;168.46689;372.43039;480.18209;345.1384;476.38037;350.52131;472.91244;578.08659;765.69572;818.69091;736.89071;782.96474;825.70697;1449.56587;793.87657;351.2978;554.23691;622.7412;269.63958;655.48644;581.43147;611.02906;591.52626;553.34335;821.09536;735.51082;1014.93235;619.4528;846.32656;603.55891
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153.81548;154.86447;0;0;0;0;0;63.52881;86.63891;67.67393;141.90208;153.81548;130.26708;41.82955;55.42225;25.67107;57.75502;16.68251;51.84636;5.33;93.46806;27.04834;148.31915;52.45472;43.03351;55.41238;15.14806;51.0331;95.2372;19.89744;35.56381;38.99591;18.48175;118.23789;70.32764;33.66224;206.01605;227.83585;109.11232;82.66311;29.1536;100.88452;62.88817;10.78373;43.49665;137.96542;137.96542;70.34822;67.91781;554.48095;167.20903;94.75305;1.7093;28.53758;62.17697;135.52303;486.98432;211.80829;86.85565;58.36191;156.55645;152.68425;105.63993;171.90768;14.05871;285.51039;37.25568;103.48964;154.3123;140.43275;167.90802;109.96123;139.25505;437.05514;228.35386;112.01125;66.9441;33.56905;53.22616;171.93127;152.88123;289.40315;219.44587;307.95988;353.76459;207.43201;114.87525;195.33211;180.77493;38.8255;216.0319;160.7767;194.00955;322.11624;399.51841;278.3024;251.84045;287.24916;327.35248;105.32288;809.46258;90.8104;153.72953;81.08598;90.2495;279.2667;216.02568;177.61979;158.32204;225.06998;433.40218;1098.57505;106.57904;206.14364
 İklimlendirme Sanayii;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1188.48797;1302.27013;0;0;0;0;0;2180.0494;2615.53995;2350.04191;2136.49331;1188.48797;1383.64287;1329.78639;1119.42323;1431.95081;1398.10713;1323.76804;1644.3826;1841.55488;2380.13737;1900.34871;981.15829;661.08117;1072.47473;1718.86321;1344.53548;1899.86195;2310.07803;1978.57474;2565.33293;2149.86536;2642.55228;2116.46159;2491.15666;1941.83985;1738.2718;2200.24467;1593.46949;2241.55644;2018.38206;2362.76764;2567.60671;2225.84629;3162.9711;2799.23789;2799.23789;1569.67031;1691.02531;2058.13918;1344.02079;1316.7336;1931.64054;1730.79507;1687.54827;2583.13308;1758.85733;1722.00014;999.96012;1172.33837;1141.94895;1547.83734;1544.23123;2706.78372;2167.35681;3181.60945;3103.45628;2897.27141;3467.55537;2532.10706;1242.90151;1488.49669;1226.96152;1495.65718;1056.36826;1307.15042;2078.59288;2775.5501;2432.26938;2386.35816;2948.96466;1691.62035;855.62198;1149.63086;2701.33547;2038.1299;2558.27242;2693.83855;2784.69826;2346.13258;2317.40258;3439.85057;3459.39351;2689.50732;1932.43703;1682.61876;2250.59948;2074.28916;2383.11318;2849.69383;2614.71417;1069.12273;1117.40712;2509.50877;3033.26213;1479.94368;1643.41903;858.04348;1155.88655;2096.27649;1715.5495;1842.88939;1401.68759;1340.04252
 Kimyevi Maddeler ve Mamulleri  ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2946.86228;2451.51187;0;0;0;0;0;3025.72629;2234.8299;2571.26588;2997.08457;2946.86228;2219.32327;2582.18145;3690.19311;2562.58777;2442.23266;2327.25166;2192.86478;1966.17176;2587.5693;1846.81842;2031.77606;1729.94558;1650.26268;1918.93156;1686.22933;1863.39376;2279.484;1736.75842;1893.74663;1980.89747;2258.00866;2121.24332;1632.32814;2027.69195;2260.18699;2410.8369;1794.65079;1718.66229;1951.2121;1776.1189;3092.17246;2268.50523;3497.15776;2833.36929;2833.36929;3054.32251;3906.46833;2573.62909;3068.68466;3626.66887;3536.49276;3364.89165;3501.9025;3546.88646;4552.26346;4151.56203;3657.19897;4364.18529;3826.9529;2691.5338;3767.97702;3815.18418;2675.50923;3265.55029;4202.29464;3838.7035;3654.41885;3534.37599;3750.48009;3999.5625;3024.80093;4936.99459;3452.85419;2148.92003;2383.37675;3859.95637;3010.3041;3477.20606;2577.7568;3041.58012;3497.94117;3074.97401;3631.20518;3746.53743;3234.23033;1456.80421;1107.1336;736.77449;1139.75424;1230.51976;1107.63102;1333.8967;967.79355;1238.38787;1295.68093;1831.25465;1805.45184;1098.89991;1461.5719;1544.12578;1676.469;1631.28273;2042.70198;1970.90803;2725.4057;2285.13815;2041.68403;3626.33263;2043.19653;2459.34168;3005.96672;1626.89035
 Kuru Meyve ve Mamulleri  ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8663.18397;8498.09161;0;0;0;0;0;6379.46009;28797.25474;19022.34529;14415.67113;8578.04792;8192.18557;7615.51155;7808.93768;5103.91172;5646.98086;2714.67353;3893.45415;4868.63632;28220.73209;17155.28141;13363.68424;6771.57921;8377.95401;8506.25282;9344.12724;7717.76531;5177.64685;3009.8215;2104.67174;12258.51736;17371.44269;16940.32654;10096.97086;6716.97262;5634.0504;8263.83696;6769.9328;5657.5962;4243.88918;2803.89932;3252.03751;3660.8703;29576.69652;23919.838;23919.838;8854.08003;9230.21845;9594.3803;8529.28537;6805.00524;5762.89234;4239.69173;6587.26676;15788.02288;22175.74206;17605.04644;9964.88868;8083.43616;6922.52101;8106.09091;7646.926;7525.6184;3778.60785;4701.71638;3790.39105;19200.28276;25777.96643;19217.09141;11991.88198;9682.03353;8020.27469;10416.58704;8149.74672;4215.53119;6933.68814;9022.52258;4537.18459;16048.83175;29718.17625;22234.23685;12529.29032;9742.28013;7985.06236;8276.08379;7063.78306;7864.84027;8418.69569;6580.74603;9718.26416;13018.74727;36920.09674;23911.02805;17508.25856;9271.14474;11113.48902;12470.42038;7205.57734;5199.70188;8807.81952;4954.47348;8165.4892;13612.99417;29118.02402;21604.1271;16379.51993;14049.49331;14547.04836;16334.25784;7530.23172;8331.24585;6766.61778;5801.55992
 Madencilik Ürünleri;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4922.88086;8173.0496;0;0;0;0;0;7909.14146;9043.09871;6482.95484;5426.08879;4922.88086;7913.40259;8487.27318;11465.02783;9944.32967;10495.6336;10250.25264;10329.66256;6489.18528;8822.54158;7686.70214;4426.65722;8374.88237;7053.35597;9814.35636;10802.60706;9296.62973;12059.75177;7451.90512;8187.52885;12242.51659;10059.02696;8208.02517;5495.19377;8628.01721;9263.34984;12860.15258;11649.54913;11466.13128;12413.82647;11166.6254;9883.60458;9941.90131;12000.16226;9379.36621;9379.36621;9989.22587;10900.01816;15067.68991;12944.9985;15698.68083;14925.65165;12492.25053;13075.15299;11339.75697;10716.86356;15645.10171;9000.71421;10246.67623;9606.1692;12882.56716;15299.16275;19339.79519;10865.84391;17350.97814;12673.81225;14031.65799;16366.00281;16125.05732;9806.42404;14268.30916;10567.42182;12231.85022;12117.95716;10801.19027;12603.35414;13126.38004;9357.97301;15208.47493;15884.29792;14158.68922;12327.94234;16339.04615;12693.67896;18306.10172;18016.56287;18408.24815;16534.11591;12556.29175;19074.77063;16466.86919;21205.82013;15525.10478;14499.82361;17290.6135;14927.52108;19645.4178;24210.84691;18100.62477;27686.09866;21755.1723;19605.58607;20087.12304;22408.80436;12925.64742;14140.26201;9620.34516;16132.36391;19489.177;11864.60069;19082.45732;12643.32592;15664.42598
 Makine ve Aksamları;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3184.50832;2240.63507;0;0;0;0;0;9369.39745;7009.18297;4328.21145;5849.50178;3184.50832;3460.87507;4475.74113;3804.36039;3434.4447;3854.64473;2868.87354;4593.57061;4642.54211;5877.51871;3906.79373;3555.1787;1340.53953;2246.45219;2812.21477;3811.81316;3043.57507;2662.80933;2756.23683;5217.5458;5525.69741;3735.08785;2438.45709;3773.11402;1308.35164;3292.68525;4542.126;2439.39769;3149.15833;4913.7206;6147.33011;7265.1376;6900.72983;8880.00897;3942.57033;3942.57033;2562.95297;3602.28951;2753.23836;4651.84693;5407.43238;3943.49154;3890.50335;9555.93917;3773.47585;7018.71952;7864.95501;3889.69232;2190.43761;3978.99806;5466.32748;3992.08844;8493.77872;2709.65807;5661.53515;4389.58941;6336.59726;9375.79833;4786.26454;6553.50581;6446.28754;3503.26489;6079.53397;2319.79619;3114.15266;5306.86183;5812.89855;6265.84707;6026.92475;8320.44677;6509.70018;4772.96272;3888.77374;3886.29474;6038.24489;5679.25498;6111.14922;7428.70676;8726.77528;11008.65348;11122.82503;9637.51366;8481.39624;7889.46736;6663.69397;5924.75609;8862.88053;7155.87727;7020.77461;10318.90766;6170.63236;11889.8491;10849.17954;11839.4608;9833.89814;10122.82843;4963.87777;6007.29218;10427.62203;7534.50495;8553.44838;9571.93042;8890.6687
 Meyve Sebze Mamulleri ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2117.10877;2001.48432;0;0;0;0;0;1664.62848;2462.57561;1988.10137;2514.28804;2117.10877;2109.39059;2839.90146;1838.72133;2326.99671;1071.89782;2109.47515;1886.85232;1866.32498;1809.34329;2476.11018;2225.95215;1651.58567;1768.5286;2418.8876;2524.26942;2644.07495;1935.99075;1039.57535;1873.99638;2353.16743;2666.53335;2625.90197;3548.00901;2791.04161;2386.48676;2484.80954;2281.28327;2628.93247;2384.93988;2196.41951;2261.24763;2667.75741;2936.90421;3781.92288;3781.92288;3053.0052;2507.3253;2597.56679;2814.12258;2015.02173;2716.85132;2547.35118;2049.61666;3325.78498;3387.38517;4230.36539;2861.44128;3913.75541;2735.53567;2568.47572;2439.38406;2729.05299;1595.49342;1975.24909;2887.74631;3017.48395;3999.2686;3169.74665;2976.59693;3318.90829;2778.69243;2827.57297;1982.79098;1653.96285;1568.97549;2422.27736;2901.60473;3266.2063;3703.04276;3170.56373;3514.03228;2743.22866;2334.04323;2234.08632;3470.6164;3212.48295;3680.76485;2251.03537;2741.03615;4121.18482;3916.78514;3618.81784;4185.65758;3773.21552;3505.30366;3975.88001;3530.88118;2946.32198;3282.41224;3051.05261;3972.63407;4725.96249;3668.87277;4577.08975;5203.81553;4751.24853;3427.25895;5105.08935;4688.9578;5319.99818;3098.28756;3339.02584
 Mobilya, Kağıt ve Orman Ürünleri;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;249.91319;277.52829;352.05103;305.70115;388.09488;351.00019;331.90747;363.05335;398.19498;307.89098;290.29202;368.97185;170.10472;375.66929;249.67987;293.22415;258.02565;264.12217;416.08496;344.25302;280.60185;264.99315;317.63973;411.71637;332.99775;298.92553;370.10532;285.8815;56.19888;139.3229;257.34666;344.83723;213.94057;239.65782;229.45762;172.31724;165.72041;209.77657;264.30673;264.30673;382.91426;1109.35681;857.93204;496.41706;768.80704;302.31295;236.27412;107.56019;138.21482;79.073;199.98911;361.84154;350.82914;127.25596;196.4407;93.07319;169.54361;57.96766;162.18386;152.48823;94.97303;52.61991;157.26638;166.20685;203.23153;161.11015;298.85827;144.77666;102.89345;139.23266;183.04611;148.81019;129.19061;252.48653;181.80544;159.03844;93.95228;127.74095;137.04881;176.99805;99.93003;244.75571;192.11119;174.06847;389.47327;299.07516;548.84817;684.9709;534.92724;539.93057;678.98839;760.34138;379.12403;409.34736;192.18013;469.25169;341.52882;371.60494;432.78707;382.3815;694.01511;492.95458;422.35917;352.6875;472.84668;442.28804;390.09581
 Mücevher;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;869.43684;0.063;10.77675;50.06983;0.0;0.02742;2.20502;385.40596;948.53315;0.0;0.26453;0.0;6.48358;3.69061;1.14815;0.0;0.20054;0.0;0.15425;1.10871;0.91466;0.11998;6.24895;0.0;108.76211;0.09607;121.51995;0.0;220.0;225.49658;154.0;11.56684;0.0;28.25177;0.0;443.20633;0.29824;0.0;0.0;0.0;0.0;17.42613;670.4175;5.61121;4.30872;0.80206;24.64345;0.0;0.38901;0.0;0.06087;0.0;0.0;0.0;0.0;0.02438;0.2015;2.30388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.30652;2.5;6.445;0.0;0.0;6.3845;0.0;18.01315;0.0;6.95;4.985;24.0;0.12963;10.7094;12.375;0.0;0.0;13.1538;0.0;23.145;0.00794;23.06735;29.4185;27.693;0.0387;0.29095;9.27105;0.98397;53.051;0.0;4.93686;305.96751;20.10456;0.0;7.60194
 Otomotiv Endüstrisi;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4741.18166;4514.62088;0;0;0;0;0;4782.90602;4295.76327;5359.58201;4738.53569;4741.18166;4142.52595;4083.27653;4235.77626;4401.53145;4066.26717;3872.18993;4513.60025;3706.0793;4912.84211;3632.08279;3162.24978;3830.65981;3857.5744;5180.25724;4831.42593;4157.67668;3464.91444;3279.38718;4699.74655;4870.57096;7316.04548;4179.56916;4897.98736;4199.72869;4350.82322;5264.46836;5602.21222;5734.82281;6568.35055;6099.91188;7163.61116;5034.94742;7072.92199;6271.26683;6271.26683;6221.7796;6031.10546;6145.06677;5189.61359;6408.74445;5987.18052;7283.23285;5743.63711;5865.31176;7221.75328;7367.57823;5918.06429;4915.91875;5753.89522;6112.86207;7104.18691;8776.3552;4434.26473;7639.41734;7119.15941;6480.24992;7312.70514;5598.67309;7570.22043;5704.34759;6202.59186;9525.13749;5991.77285;5848.81707;7333.93513;7788.38344;6797.15771;7867.3174;6216.3101;8217.70061;9528.28301;5631.27699;10292.07833;8974.8595;10254.44536;11322.59268;11831.17426;11315.7418;11820.4334;14131.74141;11932.39458;12094.49388;15482.04691;9051.34474;13784.70665;14038.98739;15025.88745;13843.6732;20108.32236;10631.78066;13797.86778;13258.90108;13251.62573;13199.74767;13388.00402;9390.17007;14794.31376;14961.40886;8708.67537;15892.53429;14378.48262;9294.35161
 Su Ürünleri ve Hayvansal Mamuller;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.54;341.50706;0;0;0;0;0;0.0;22.425;26.364;0.0;51.54;103.598;122.345;101.2955;42.375;0.0;112.3355;24.091;0.0;0.0;0.0;24.4255;45.5;72.5;87.25;60.0;0.0;18.0;52.468;99.9;83.639;105.007;92.512;126.226;91.948;98.578;108.42712;147.057;216.45731;112.4225;44.795;137.092;253.80543;203.115;275.922;275.922;257.862;204.706;262.473;115.01;166.45;95.709;188.112;194.089;207.7466;153.423;370.40487;225.254;317.70006;184.432;235.14565;160.21588;50.38224;0.0;0.0;11.94429;6.523;32.67956;31.58;54.548;150.34341;61.59648;14.4466;0.0;3.968;44.351;155.03353;33.93126;12.22508;108.23585;112.54387;106.26996;17.29826;134.09796;362.4101;179.9716;158.40199;32.33567;19.8;175.71732;137.584;160.8448;99.204;112.482;191.07139;171.84999;290.03883;481.4527;313.8571;137.03232;153.6955;306.16406;109.21601;135.198;255.91473;187.43401;415.67399;217.33406;378.36561;478.2248;358.52534;91.54147;171.94527
 Süs Bitkileri ve Mamulleri;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.04205;0.0;46.76796;7.717;0.0;0.0;0.0;0.0;0.0;2.979;1.04817;0.0;0.0;28.118;0.0;0.0;0.0;0.2592;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.6211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.2782;18.6173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.06;23.12;35.3;0.0;57.955;65.62;174.939;22.6792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.06199;92.742;592.45885;180.05098;331.45307;16.82686;0.0;0.0;19.00329;0.0;12.05;0.0;0.0;72.30056;92.02221;3.51209;4.52329;18.99094
 Tekstil ve Hammaddeleri;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1236.4345;3666.85195;0;0;0;0;0;3038.18204;1993.42547;2686.02423;1955.80052;1236.4345;1224.68214;1385.57789;1510.28332;2148.96372;917.1696;1298.57983;658.58751;1459.30371;1544.7295;1690.00847;1477.57648;837.76646;1025.03086;1881.5926;1034.78596;1956.61023;1505.22525;778.06509;821.90841;1765.31082;1357.56945;1211.30137;1172.11344;967.75173;964.41345;2580.45791;1865.08566;1708.77512;2651.0632;2469.08029;2026.19512;1896.01607;1922.85981;2339.28947;2339.28947;2268.8635;2743.67682;2004.83458;1947.65029;1930.36007;1124.63985;1601.98913;708.89557;1249.22215;1761.97612;4903.41769;1854.22527;1877.94691;2091.41435;2338.93069;2100.32478;3887.71972;1211.21057;2313.65036;1166.87483;2399.05467;2276.80356;2446.38052;1875.45831;1999.69224;2256.04995;2169.20632;788.5449;1221.00381;1096.98143;1228.87171;1146.4321;2097.15355;2317.11281;2318.24636;1493.03476;1293.42516;1671.89954;1976.59008;1228.64172;1175.58485;1895.00931;1800.7417;2097.96295;2005.29826;2383.06107;2780.81038;3906.86294;2653.07224;4137.53247;3227.67252;6695.87638;2968.32798;1910.24759;2220.44338;2271.92983;2638.34735;2741.85561;3114.37113;2905.3544;3080.73122;6278.91047;4738.38273;3792.99797;3183.38267;2206.64227;2685.26344
 Yaş Meyve ve Sebze  ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;905.5564;393.8378;0;0;0;0;0;111.07411;627.24251;4488.84592;3289.41347;732.09301;434.68315;163.2825;120.79058;52.52726;337.5123;314.35394;243.10972;0.0;476.24334;1400.18768;1816.19136;607.00158;662.4457;543.32987;373.21936;197.08501;377.53235;204.81002;203.88075;220.76234;925.42322;2635.70939;1019.15894;329.9198;22.37478;188.93259;309.60828;131.47891;242.49335;479.72725;384.13341;120.35181;695.65496;6700.67375;6700.67375;1547.85221;444.83464;928.71909;1022.44751;1015.55151;1418.61691;471.84312;203.54916;147.00132;5070.54865;6786.8118;2176.57528;401.25894;378.89355;178.0975;1534.57294;838.45368;1487.03432;730.81698;286.41511;281.3123;2196.71196;7542.13028;3167.51954;517.63835;86.81919;93.71543;1722.23814;2177.41065;2363.22581;1504.8411;458.87309;371.40729;1146.41399;4459.59302;5465.70703;1048.64859;300.5824;235.53357;2052.4939;2543.43565;1320.23321;693.07507;565.67221;318.30247;2054.04148;6138.66549;4752.30588;1662.95814;527.04213;844.47651;2118.83089;1351.6899;868.45147;552.26117;349.09699;527.50675;1781.81408;6753.74471;6978.16325;2133.80672;2747.48892;2044.99323;2555.15896;2437.11144;843.93038;137.96774
