sector;province;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07
 Deri ve Deri Mamulleri ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.00887;0;0;0;0;0;6.98617;0.0;0.0;0.0;0.0;0.0;5.16346;121.13821;0.0;0.0;0.03517;1.18182;0.0;18.14506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;305.816;541.884;381.628;134.056;38.016;0.0;257.18;99.82;45.92;0.0;0.0;192.74624;76.14976;0.0;0.0;6.0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40733;0.0;0.0;0.0;0.33271;0.0;0.0;0.0;0.0;0.0;0.0;0.04595;0.0;0.0;0.0;0.0;0.0;0.03781;0.0;0.0;0.3613;2.55298;12.01786;3.49062;0.0;6.50743;31.05992;3.70745;0.0;0.0;0.0;0.05469;7.42127;0.0;0.0;0.0;10.64581
 Diğer Sanayi Ürünleri;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4779;0.0;0.0;0.0;0.18021;0.0;0.0;0.0;0.0;0.0;0.0;0.61585;0.00424;0.0;0.0;0.62231;0.01734;0.0;0.61;0.0;0.0;1.92352;0.0;0.51703;0.0;0.0;0.0;0.0;0.0;0.0;1.17176;0.0
 Elektrik ve Elektronik;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;51.37043;1.94673;1.83817;36.70684;8.15894;2.02261;1.02048;71.72346;2.09964;14.62121;12.89638;4.14932;110.2969;136.36559;1.18274;5.03655;64.55672;46.30656;1.12111;9.46597;6.0832;7.66419;4.83693;9.55528;6.26683;12.7044;4.50592;0.58344;13.04912;19.43539;60.10655;4.13825;3.8973;5.23736;2.27779;9.71147;4.99321;5.93496;39.07334;39.07334;6.4497;9.85084;11.41408;2.88;6.49562;3.15143;1.94267;2.8643;175.91143;67.22143;4.24355;171.14941;10.21014;4.00216;31.36453;2.18808;23.10575;1.22239;36.95761;7.59912;4.72433;2.04931;5.43622;1.23751;3.64911;7.20259;3.09505;1.67457;15.4964;1.79468;2.497;3.31139;1.55702;2.3839;1.67726;1.27202;1.20423;1.76557;2.51773;1.74646;11.80833;3.60823;1.01242;3.0815;2.3967;1.12102;0.6682;15.8739;0.48691;6.81363;1.98675;35.16051;18.90083;6.59881;0.36494;48.41291;15.99366;1.52026;47.33156;813.40378;36.14615;25.939;48.40502;4.5226;9.37634;9.21501;38.10764
 Fındık ve Mamulleri ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.489;0.0;0.0;4.30393;0.0;3.98014;0.0;3.95121;3.95758;3.95758;4.10498;0.0;0.0;4.14832;0.0;0.0;3.93268;0.0;0.0;3.89808;3.18085;0.0;3.16492;0.0;0.0;3.12694;0.0;3.16303;0.0;0.0;2.25768;0.0;2.47524;0.0;0.0;0.0;0.0;3.44439;0.0;0.0;3.58739;0.0;0.0;1.8596;0.0;0.0;3.90693;0.0;3.74823;0.0;0.0;0.0;3.74619;0.0;0.0;0.0;0.0;3.58783;0.0;0.0;3.4808;0.0;0.0;3.39484;0.0;0.0;0.0;0.0;3.4549;0.0;3.66422;0.0;0.0;3.80402;0.0;0.0;0.0
 Gemi, Yat ve Hizmetleri;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Halı ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.05107;0;0;0;0;0;0.03137;0.0;0.06261;0.04831;0.0;0.04223;0.0;0.0;0.53308;0.0147;0.0;0.0;0.0;0.05286;0.05591;0.17353;0.0;0.0;0.0;0.0288;0.02831;0.0;0.01434;0.0;0.0276;0.03832;0.0;0.0;0.0;0.0;0.0;0.0;0.03681;0.04078;0.0;0.0;0.01561;0.0;0.02474;0.02474;0.0;0.0;0.0;0.0;0.97379;0.0;0.0;0.0;0.0;0.0;0.0;0.13;0.0;4.051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.37304;0.0;2.20184;0.0;0.0;0.0;0.0;0.21276;0.0;0.0;0.14199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05929;0.0;0.1419;0.0;0.0;0.675;0.0;0.0;0.41864;0.556;0.0;0.0;3e-05;0.0;0.0;0.0;0.0;0.42281;0.06801;10.158;0.66;0.0;0.0;0.0;0.0
 Hazırgiyim ve Konfeksiyon ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8969.60932;15959.10451;0;0;0;0;0;30963.22138;21806.0398;10530.54006;5632.21115;8379.45316;11208.73758;16274.93099;23111.98307;13281.35825;12888.96257;9393.78925;12279.66674;4875.05895;4583.72549;2605.32335;4378.51878;4741.82864;1259.89077;2367.93939;2129.68314;6108.00948;5915.95224;6252.29656;7404.92478;3513.00829;5364.67674;2044.0573;476.28074;264.60081;16.1109;341.4912;306.05217;146.03857;25.25618;90.3334;133.8966;134.5565;105.5654;650.77537;650.77537;150.18161;139.64581;1003.02873;777.15492;169.93497;17.01448;21.62635;285.25858;73.50474;31.88552;0.0;59.81011;75.74583;162.35969;356.30224;354.58457;718.70731;142.28417;308.39292;108.21119;307.82132;189.10082;41.21962;216.9766;129.34255;101.61629;129.51272;4.30231;0.0;158.11019;328.89807;194.32129;28.8821;104.67218;78.40929;236.75181;981.41742;1399.67196;1202.66066;1295.57929;1283.61487;1268.33889;1775.32294;1453.57474;1952.36345;958.97587;781.18761;2674.68594;894.14407;994.38257;1290.00764;1321.29662;920.15961;2244.26997;1359.00934;1343.03958;1071.65685;487.71029;1866.15709;1794.26378;1176.79775;510.68321;2450.97396;1347.30163;1072.96794;1369.09878;2252.37851
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1256.62064;1587.87358;0;0;0;0;0;1841.15918;1531.46036;2059.12515;2157.27824;1256.62064;1246.34311;1867.52356;2236.04932;2671.16728;3323.95888;2786.24883;4384.37035;4139.96916;4263.41768;3931.19248;2901.35221;2359.06447;1670.32818;2680.22119;3301.19701;3040.687;3269.46369;4057.00082;4459.05452;4594.71663;4125.67997;3416.74776;3642.7077;2548.48585;3573.15065;3342.35332;3329.1492;3114.59233;2527.21116;3001.49205;4303.27117;3875.89053;4319.54881;4314.99872;4314.99872;3345.55734;2799.80199;4342.58705;4347.91256;4365.81815;3707.41994;4459.98046;4262.25893;3358.60664;4741.26422;4072.76375;4024.47304;3827.1387;4870.27231;4340.5496;4333.2644;5161.15831;2977.67582;4882.071;4457.50876;5570.07004;4719.5677;5139.71324;5471.27355;5643.18198;4900.49699;5013.11614;4652.69036;3094.90979;4388.1216;4691.0219;3208.79503;4837.52496;3429.03963;2143.70861;3558.57018;3058.79109;5003.57719;5481.94123;3393.0569;5265.19901;5048.00785;4201.25233;5295.3513;5353.2711;4084.12527;5033.17653;7160.98004;5270.55781;5669.48705;6874.58675;6971.98908;6732.77665;6512.87876;3446.69452;5791.1757;7557.53424;6630.91666;6687.78552;6111.45829;6790.73555;7219.57006;9537.81433;7191.27561;8596.59152;8429.87775;8631.24128
 İklimlendirme Sanayii;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.7849;45.52493;0;0;0;0;0;28.72861;14.48649;3.81972;4.79752;11.7849;4.99719;3.3;4.09656;8.51736;12.12412;5.35013;2.27311;4.56257;15.00033;3.20212;5.74957;13.99661;3.01818;15.9445;2.40823;7.02653;27.96363;15.65353;3.09577;5.31398;5.97237;19.12886;2.99905;4.07854;7.56776;8.58031;29.04757;10.32236;19.78109;42.72753;29.26017;19.13281;17.09569;25.16176;25.16176;52.70357;20.09768;3.67705;27.17488;33.82211;14.95633;25.26301;11.99578;95.16702;56.85096;61.71704;19.538;7.40129;59.4295;68.32702;5.43765;133.90359;5.79256;131.86445;93.40104;47.1794;76.86687;102.89295;86.13509;153.75163;9.17031;12.73855;6.51288;60.28286;81.33713;109.74592;32.57149;26.93249;22.24371;22.98024;27.40035;76.70085;5.12769;61.61638;71.55771;18.08014;43.88932;20.09894;25.02901;51.2323;10.16992;40.59756;43.12108;15.08969;15.07269;58.2234;71.66184;55.21631;117.89271;39.30432;58.29602;102.40904;29.38142;83.92461;29.85598;8.06985;42.70815;48.826;754.63068;77.10218;13.46235;70.61229
 Kimyevi Maddeler ve Mamulleri  ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115.50261;18.92353;0;0;0;0;0;7.64392;27.57466;15.60685;3.01505;115.50261;44.50449;24.56209;23.84905;47.56224;24.05608;33.85127;89.07143;16.21415;28.45516;8.24025;26.01346;4.57095;61.51315;60.76523;21.12415;53.42005;79.70696;34.95192;67.34989;44.24029;20.56415;79.20826;55.54116;65.29512;114.15708;39.58183;27.4283;60.4758;52.7481;25.38817;55.49083;6.23405;62.88528;23.12112;23.12112;65.82172;31.31873;219.17514;61.60188;63.82255;93.26143;109.32525;0.56311;163.4912;59.71405;63.96928;101.85038;53.38304;70.69228;391.77105;189.6831;107.06273;271.48438;258.46799;24.33298;86.49179;44.26676;242.06527;233.62558;144.8276;116.83517;75.09402;49.03005;21.66931;108.48149;198.73576;263.48724;191.56134;248.14964;73.66437;102.44448;78.86042;65.09507;274.45321;262.61196;121.2482;211.64357;137.98769;129.39865;143.84445;248.36935;246.19347;36.11479;243.40442;653.27967;215.25386;1664.73;396.35468;472.65727;281.91448;262.88635;713.41131;288.32851;278.12343;110.27007;138.29657;168.84038;418.76305;127.34491;230.44675;386.84998;264.58678
 Kuru Meyve ve Mamulleri  ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.02577;10.84078;0.0;0.0;5.69375;0.0;8.87003;0.0;8.80556;8.81975;8.81975;9.14824;0.0;0.0;7.78699;0.0;0.0;8.76426;0.0;0.0;8.68715;8.22633;0.0;8.18514;0.0;0.0;8.0869;0.0;8.18024;0.0;0.0;7.96204;0.0;8.03651;0.0;0.0;0.0;7.79008;0.0;0.0;0.0;8.15316;0.0;0.0;6.53678;0.0;0.0;8.87938;0.0;6.19025;0.0;0.0;0.0;8.51406;0.0;0.0;0.0;0.0;8.15417;0.0;0.0;7.91091;0.0;0.0;7.71556;0.0;12.1051;0.0;0.0;8.15741;0.0;8.65162;0.0;0.0;8.6647;0.0;0.0;0.0
 Madencilik Ürünleri;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.512;0.0595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01006;0.0;0.0;0.0;0.0;0.0;0.0;1.892;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08147;0.0;1.61721;0.0;0.41305;0.0;4.91856;54.89622;2.24932;0.0;2.29211;25.21546;2.25241;1.0577;2.43645;16.94526;5.40645;5.1136;1.42155;1.83184;0.0;5.08927;0.0;0.0;0.98599;0.0;0.08763;2.51647;0.07831;3.45386;6.2303;1.0962;13.41313;11.86354;15.83696;0.40146;34.96654;32.11306;7.4833;4.36306;71.21483;9.41279;24.66186;42.60223;56.9456;37.99251;93.53453;17.43783;23.69439;11.19978;28.87902;10.63237;26.31194;21.44539;39.31339;64.0963;21.27367;18.53438;10.27939;90.4735;63.67199;60.95612;43.71056;36.88561;57.43487
 Makine ve Aksamları;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116.11272;98.00098;0;0;0;0;0;54.18413;25.20063;209.37235;57.96421;116.11272;86.3399;36.96795;95.33204;557.4632;52.05756;46.83881;51.93826;50.86837;43.34115;90.94462;107.51199;91.34757;77.03545;134.73779;387.08556;113.37638;85.2609;127.66906;318.37725;87.84687;70.01657;213.63233;72.06504;229.62173;131.07103;188.36905;268.25732;118.06531;80.75053;171.37381;446.63242;377.02952;417.39094;223.11425;223.11425;253.6685;225.05247;315.60907;408.02056;535.91979;251.54567;277.14887;221.6321;667.4494;576.11012;389.82266;943.06238;510.32271;565.55019;283.25831;243.76021;677.93446;335.05777;559.57485;722.90518;415.71195;237.96877;377.52116;499.38169;417.03942;353.08387;498.83101;910.31368;359.40597;497.24503;448.28282;414.5963;363.74836;292.28841;147.74457;424.10464;256.04131;383.12809;727.13267;654.25987;351.15782;590.15757;241.30166;414.81674;377.72083;363.20816;590.73434;290.52253;394.4569;370.16123;508.89752;578.63459;334.39804;850.79802;333.05272;260.14121;490.25059;217.81425;656.78991;649.50683;572.93241;864.97739;312.58942;257.75269;274.84723;461.77435;199.57931
 Meyve Sebze Mamulleri ;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.81414;0.0;0;0;0;0;0;0.0;0.0;1.77454;0.0;17.81414;7.0347;15.11092;0.0;2.36296;0.0;3.63127;0.0;0.60789;5.90319;12.5915;20.004;0.0;5.14046;15.19637;6.913;2.37447;9.64561;0.0;3.41847;3.5524;0.0;6.0763;0.0;0.0;3.10112;14.50422;1.5072;0.0;1.17825;0.0;0.0;18.22632;5.52869;0.543;0.543;5.51148;0.0;6.61617;49.39993;93.86004;67.602;74.64564;0.0;79.98534;31.2;19.42625;8.17675;0.0;112.45568;179.69746;222.77297;88.91836;30.34236;3.20039;1.93384;65.52125;57.3474;97.26775;72.99323;160.43422;164.82648;130.81126;123.02331;293.87414;166.30789;243.15686;96.8684;186.8679;115.72334;98.52477;134.5421;136.11598;281.21405;215.58252;214.67539;97.30196;136.85097;113.1311;56.88041;68.99336;61.30993;27.10868;8.81741;51.62118;27.73067;57.61141;74.64435;57.13665;126.53353;0.0;66.29653;110.39892;10.08;21.51218;34.33026;0.0;41.31674;10.356;57.26492;75.25188;36.70212;3.16356
 Mobilya, Kağıt ve Orman Ürünleri;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;491.2889;242.65528;307.73741;449.7264;200.97423;91.69937;335.80721;343.76399;425.58532;424.59193;569.20932;578.82222;91.13072;444.73395;84.84231;164.88249;119.24294;39.39473;269.86901;438.8823;398.03144;485.2549;483.55482;444.36788;244.92538;522.94812;1370.02918;432.71962;624.81417;399.90112;294.14341;39.45669;34.2685;24.94703;72.44526;38.6428;114.15086;39.99637;39.22049;39.22049;75.32168;29.31997;95.51761;94.4559;205.61019;81.99331;167.11637;84.31187;59.52478;119.02889;50.94696;271.10092;173.3059;117.40148;151.06478;227.66472;228.94768;167.68319;232.53741;128.53796;190.10785;176.6731;248.76933;112.10645;281.28501;150.52619;283.11658;225.86359;96.06292;210.18093;310.83713;258.58179;507.65147;198.0656;252.43013;397.96282;195.68951;261.84112;185.29122;487.38973;321.13968;315.60011;238.33874;475.41702;641.59202;469.34992;639.03566;601.10695;259.20867;625.38036;967.44301;745.09712;876.38952;770.64141;562.6614;500.78578;465.40731;393.10339;344.68236;220.72658;271.20886;500.47837;230.46611;267.38967;320.40593;368.64373;309.6562
 Otomotiv Endüstrisi;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.22595;79.91217;0;0;0;0;0;60.63251;73.5034;64.35622;30.4992;72.22595;48.37515;52.21678;46.13403;47.54651;50.26639;53.92454;40.38512;49.9982;78.35804;242.37221;29.90631;30.44639;46.75379;58.06577;57.41393;42.85692;62.5082;49.58715;51.80165;83.0467;43.75469;66.56264;38.23306;36.15035;40.99958;52.30568;56.92884;73.17943;103.39049;139.07505;178.09998;91.30393;128.37596;91.54684;91.54684;42.8974;38.99876;68.23669;74.11193;99.68634;73.01284;93.71307;118.65913;62.50488;76.60318;146.32723;102.57189;56.2347;633.11092;102.53299;89.35501;86.81438;111.12048;176.35027;51.20877;51.91281;62.44735;68.33193;106.78992;35.30993;40.71261;70.30658;136.98998;42.04395;21.8829;65.67948;57.50107;22.99783;64.023;63.87161;71.86743;33.72805;41.66713;136.34549;124.47714;67.95211;44.10095;45.23842;40.1007;52.21841;32.65321;51.84602;36.76162;62.23244;202.11094;82.11942;274.66498;182.598;98.33695;142.36122;100.5133;231.70217;33.89928;257.51885;138.78377;95.13719;318.90397;419.99078;79.71512;87.5058;317.01297;32.89049
 Su Ürünleri ve Hayvansal Mamuller;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;128.38174;174.84338;0.0;65.28009;0.0;66.04944;0.0;69.33838;56.3839;79.86055;41.85639;69.90083;0.0;49.93839;0.0;0.0;0.0;0.0;0.0;59.21529;0.0;57.98245;104.43742;0.0;57.72245;57.42763;0.0;51.29894;88.07745;0.0;110.44986;196.96658;74.9617;228.42703;66.5;125.07914;145.4396;73.3175;161.80626;33.03917;188.5786;27.99
 Süs Bitkileri ve Mamulleri;KIRKLARELI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
